iter	MultiClass
527	0.05565742311
528	0.05552171071
529	0.05541956729
530	0.05534398438
531	0.0551502083
532	0.0550748307
533	0.05501078779
534	0.05486435558
535	0.05471242905
536	0.05461860878
537	0.05455001545
538	0.05447056328
539	0.05439125375
540	0.05432091055
541	0.05422566402
542	0.05416636786
543	0.05401311454
544	0.05391838733
545	0.05386532241
546	0.05382810713
547	0.05377550608
548	0.05369817597
549	0.05358419343
550	0.05344482012
551	0.0533641647
552	0.05320505937
553	0.05306782212
554	0.0529302957
555	0.05274628557
556	0.05266938326
557	0.05251616788
558	0.05236189846
559	0.05216157261
560	0.0520482287
561	0.05195394817
562	0.05185209007
563	0.05175741144
564	0.05156754907
565	0.05137413213
566	0.05128555346
567	0.05124189268
568	0.05116294344
569	0.05108144623
570	0.05101088885
571	0.05085490192
572	0.05075119689
573	0.05066428054
574	0.05054760547
575	0.05035512141
576	0.05022090999
577	0.0501787005
578	0.05000385881
579	0.04991678598
580	0.04985012516
581	0.04976983857
582	0.04972962246
583	0.04961660453
584	0.04954302004
585	0.04937329852
586	0.04925219855
587	0.0491924075
588	0.04906090746
589	0.04893415616
590	0.04882950047
591	0.04868998113
592	0.0485435286
593	0.04843094541
594	0.0482623708
595	0.04805323302
596	0.04794939073
597	0.04788342111
598	0.04776136267
599	0.04769559728
600	0.04763381755
601	0.04751227658
602	0.0474538398
603	0.04740131606
604	0.0472894599
605	0.04720326206
606	0.04712162758
607	0.04705060956
608	0.04695574689
609	0.0468842307
610	0.04679704355
611	0.0466860222
612	0.04657278933
613	0.04644477889
614	0.04636600873
615	0.04626503367
616	0.04614935327
617	0.04609187503
618	0.04606464827
619	0.0460122616
620	0.04594293524
621	0.04588273569
622	0.04565475839
623	0.04558522911
624	0.04552703678
625	0.0454316274
626	0.04534335223
627	0.04524375882
628	0.04512873063
629	0.04506774444
630	0.0450167521
631	0.04495949492
632	0.04482832793
633	0.04476116985
634	0.04462545443
635	0.04446647363
636	0.04436586846
637	0.04429833521
638	0.04420906832
639	0.04415960908
640	0.04409164083
641	0.04396413854
642	0.04392374806
643	0.0438575475
644	0.04371907094
645	0.04366072733
646	0.04358810631
647	0.04349890131
648	0.04340549734
649	0.04336745268
650	0.04325250858
651	0.04318269195
652	0.04311879521
653	0.0430615249
654	0.04303003007
655	0.04287731992
656	0.04281042602
657	0.04268558471
658	0.04260233493
659	0.04250247216
660	0.04243339338
661	0.04233228561
662	0.04225601881
663	0.04220620468
664	0.0421735333
665	0.04213376259
666	0.04206197733
667	0.0420094964
668	0.04195853816
669	0.0418447323
670	0.04176442326
671	0.0416840507
672	0.04162596738
673	0.04156408322
674	0.04149743997
675	0.04144899205
676	0.04140091445
677	0.04133230769
678	0.04130410071
679	0.04122757543
680	0.04116238751
681	0.04109354832
682	0.04102064947
683	0.04088664648
684	0.0408315681
685	0.0407163095
686	0.04063426239
687	0.0404920078
688	0.04043920289
689	0.04038803825
690	0.04029809008
691	0.04025189995
692	0.04017845719
693	0.04015071778
694	0.04008076041
695	0.04003584361
696	0.03997157477
697	0.03993036872
698	0.03985894178
699	0.03978500258
700	0.039747103
701	0.03965895927
702	0.03955110042
703	0.03951740019
704	0.03947973273
705	0.03945108773
706	0.03938801886
707	0.0393304514
708	0.03925972896
709	0.03915051374
710	0.03905987855
711	0.03899947041
712	0.03886504034
713	0.03878315066
714	0.03868394046
715	0.0386402272
716	0.03856721228
717	0.03846976626
718	0.03842600051
719	0.03840008562
720	0.03831093542
721	0.03824044847
722	0.0381860222
723	0.03813322194
724	0.03808041928
725	0.03800449298
726	0.03794495998
727	0.03789519255
728	0.03781409144
729	0.03776705774
730	0.03767837039
731	0.03759878035
732	0.03755815013
733	0.03751867218
734	0.03745609017
735	0.03740135334
736	0.03735287442
737	0.03733423401
738	0.03728921374
739	0.03720406319
740	0.03714705843
741	0.03701305392
742	0.03699390925
743	0.03693381263
744	0.03687952732
745	0.03684021578
746	0.0367169777
747	0.03666069501
748	0.03661281765
749	0.03658264384
750	0.0364851615
751	0.0364115995
752	0.03638363786
753	0.03629100062
754	0.03622351049
755	0.03616840262
756	0.03610160755
757	0.03607968442
758	0.03605501407
759	0.0360224775
760	0.03594774455
761	0.03591548043
762	0.03581748287
763	0.03574127761
764	0.03569649773
765	0.03559936041
766	0.03554505273
767	0.03546464649
768	0.03541851539
769	0.03535466728
770	0.03529583051
771	0.03524424449
772	0.03518232828
773	0.03514998772
774	0.03507936041
775	0.03500122158
776	0.03495510412
777	0.03491738135
778	0.03488384664
779	0.03482300478
780	0.03475812741
781	0.03466680595
782	0.03459383004
783	0.03454984971
784	0.03449427337
785	0.03444239943
786	0.03437663209
787	0.03430923245
788	0.03427336879
789	0.03420959317
790	0.03415112878
791	0.03409406404
792	0.03405349995
793	0.03401273626
794	0.03397449075
795	0.03392067823
796	0.03387949738
797	0.03380575168
798	0.03375774179
799	0.03370357384
800	0.03366753399
801	0.0336185311
802	0.03359666015
803	0.03357334741
804	0.03354861588
805	0.03348884841
806	0.03344235331
807	0.0333780444
808	0.03333220407
809	0.03327542398
810	0.03320901688
811	0.03313793945
812	0.0330961963
813	0.03306159861
814	0.03302350304
815	0.03299896969
816	0.03293736278
817	0.03288920525
818	0.03286359578
819	0.0327440809
820	0.03264275679
821	0.03260535912
822	0.03255515013
823	0.03253078111
824	0.03247673613
825	0.03243000201
826	0.0323771399
827	0.03230865212
828	0.0322747466
829	0.03221155305
830	0.03217967003
831	0.03215941861
832	0.03214586478
833	0.03212033721
834	0.03208448251
835	0.0320316689
836	0.03195860802
837	0.03192925007
838	0.03189357694
839	0.03185109934
840	0.03180279462
841	0.03176265342
842	0.03171688485
843	0.03166725511
844	0.0316133396
845	0.03156427623
846	0.03153211513
847	0.03149587441
848	0.03145848311
849	0.03139051572
850	0.03136691016
851	0.03131367696
852	0.03125770952
853	0.03120371862
854	0.03116258927
855	0.03114361269
856	0.03110395384
857	0.0310450915
858	0.03099288323
859	0.03097249818
860	0.03089028253
861	0.03083465394
862	0.03077941168
863	0.0307520911
864	0.03068292334
865	0.0306265808
866	0.03060853493
867	0.03055414771
868	0.03053253662
869	0.03046942062
870	0.0304382351
871	0.0304050802
872	0.03036365905
873	0.03032756216
874	0.03027562111
875	0.03023931577
876	0.03019733846
877	0.03015577806
878	0.03014169984
879	0.03010860521
880	0.03008884478
881	0.03007238041
882	0.03002514491
883	0.02998532061
884	0.02995134311
885	0.02991301682
886	0.02987918673
887	0.02981352935
888	0.02980234979
889	0.02974983345
890	0.02973353821
891	0.02967945785
892	0.02964002584
893	0.0296151702
894	0.02957027364
895	0.02951438189
896	0.02949311563
897	0.02944888546
898	0.02940746942
899	0.02937903977
900	0.0293478893
901	0.029298028
902	0.02922416718
903	0.02920044369
904	0.02916651963
905	0.0291303244
906	0.02904502066
907	0.02902500686
908	0.02899798655
909	0.0289624267
910	0.02892130319
911	0.02887395377
912	0.02882405908
913	0.02879807389
914	0.02875725141
915	0.02873187326
916	0.02867236709
917	0.02862804039
918	0.02858584185
919	0.02851812971
920	0.02850420955
921	0.02847890404
922	0.02844968499
923	0.02843100388
924	0.0284044969
925	0.02837084647
926	0.02833478773
927	0.02826780088
928	0.02825472169
929	0.02821741746
930	0.0281978813
931	0.028177706
932	0.02814633067
933	0.02811196673
934	0.02808213461
935	0.02804386084
936	0.02800200325
937	0.02796794163
938	0.02791262727
939	0.0278622086
940	0.02784485936
941	0.02780119444
942	0.02775957539
943	0.0276974805
944	0.02767410172
945	0.02759302151
946	0.0275405014
947	0.02748127214
948	0.02739757025
949	0.02735838823
950	0.02732734782
951	0.02729932919
952	0.02726228551
953	0.02722645666
954	0.02716703016
955	0.0270836821
956	0.02704423734
957	0.02701560884
958	0.02699070336
959	0.02694469254
960	0.02689494517
961	0.02686800702
962	0.02682959702
963	0.02679455869
964	0.02673482877
965	0.02671341933
966	0.02663775617
967	0.02662142872
968	0.0265958697
969	0.02656172339
970	0.02652647378
971	0.02649641044
972	0.02645229388
973	0.02640523896
974	0.02635526314
975	0.02628126912
976	0.02624704011
977	0.02621459483
978	0.02617636547
979	0.02612616431
980	0.0261102724
981	0.02605658341
982	0.02603082547
983	0.02600564205
984	0.02596873688
985	0.02593595243
986	0.02592157733
987	0.02590912159
988	0.02589472347
989	0.02585559266
990	0.02582181854
991	0.02579724998
992	0.02576147791
993	0.02567391602
994	0.02565829872
995	0.02563063007
996	0.02560279055
997	0.02557846506
998	0.02554552703
999	0.02551396628
	0.02633017672
42
6534
999	0.02236949561
